country,city,GSV,espg,name,year,week,latitude,longitude,counts_week,spatial_lag,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,3_way_int_count,4_way_int_count,median_speed,dist_to_greenspace,dist_to_bikePOI,dist_to_edu,dist_to_train,bike_points,bus_stops,restaurants,daily_shops,business_shops,traffic_signals,cycle_length,ndvi_mean,ndvi_std,dem_mean,dem_std,lst_mean,lst_std,lc_entropy,pop_sum,build_area
UK,London,y,32630,Royal0College0Street,2022,38,51.540333,-0.137026,17394,845522,44,83,3.772727273,8439.093,101.6758193,2.931818182,39,5429.207,55,98.71285455,1.012437264,30,8,32.1868,255,1,405,255,20,7,13,2,4,19,1749.800355,0.28875997,0.178831312,28.66818182,2.281125393,19.48092596,0.484848511,0.880096597,1243.877075,0.05369305
UK,London,y,32630,Killburn0road0north,2022,38,51.544449,-0.20116,12478,850438,35,77,4.4,8333.394,108.2258961,2.857142857,29,4326.858,40,108.17145,1.024683936,22,7,32.1868,175,0,230,256,12,4,20,6,12,4,41.08215901,0.392263919,0.229337116,46.63013699,2.50209145,19.87912921,0.885639046,0.745524078,1671.111328,0.05218135
UK,London,y,32630,Adelaide0Road0East,2022,38,51.54386334,-0.156391736,2277,860639,31,73,4.709677419,6201.248,84.94860274,2.935483871,28,3274.797,40,81.869925,1.056600088,24,4,32.1868,0,0,268,0,12,6,8,1,6,8,420.4984496,0.356418682,0.18128844,39.95890411,4.255874338,19.52436947,0.595708364,0.974178088,1664.943237,0.04339123
UK,London,y,32630,Torriano0Avenue0New,2022,38,51.54810715,-0.131049216,5430,857486,56,101,3.607142857,9005.495,89.16331683,2.839285714,48,5491.529,65,84.48506154,1.029184931,35,10,32.1868,417,52,340,330,11,8,10,6,9,14,173.2113795,0.345719264,0.166414041,47.49315068,4.085132709,19.52287118,0.338501351,0.818232035,2071.748047,0.04288353
UK,London,y,32630,Grafton0Way,2022,38,51.524137,-0.136125,2869,860047,53,98,3.698113208,9217.631,94.05745918,3.188679245,50,6995.445,71,98.52739437,1.03481645,30,18,32.1868,0,268,165,399,52,9,39,7,3,25,1252.088183,0.115772918,0.113292701,35.23474178,2.929742983,19.58875715,0.784675299,0.68085464,977.3615723,0.10279874
UK,London,y,32630,Queens0Crescent0South,2022,38,51.54940935,-0.152604041,2092,860824,42,91,4.333333333,8287.502,91.07145055,2.404761905,29,4224.199,47,89.87657447,1.106456302,28,1,32.1868,112,7,0,0,22,3,3,2,0,0,368.1260446,0.332336457,0.176295515,41.99539171,4.021254242,19.55047523,0.626113102,0.90305584,2344.425537,0.05792285
UK,London,y,32630,Pancras0Road,2022,38,51.534718,-0.13054,20153,842763,46,91,3.956521739,8942.31,98.26714286,2.739130435,38,5309.764,55,96.54116364,1.035950099,35,2,32.1868,0,348,299,233,6,4,2,0,0,15,1717.934676,0.352468975,0.217323728,23.93577982,2.520649506,18.81862367,0.894760855,0.723823462,726.0202637,0.03714167
UK,London,y,32630,Prince0of0Wales0Road,2022,38,51.54593,-0.152535,6277,856639,57,117,4.105263158,10031.104,85.73593162,2.596491228,43,5342.528,64,83.477,1.045305308,38,5,32.1868,307,261,307,0,13,10,6,3,2,18,1327.834926,0.319170288,0.161148058,36.85388128,3.60575656,19.8715196,0.483219931,0.939560714,2521.141357,0.0595247
UK,London,y,32630,Gower0Street,2022,38,51.52135838,-0.131520148,14623,848293,48,83,3.458333333,6887.053,82.97654217,2.979166667,43,4906.676,59,83.164,1.019379748,32,10,32.1868,375,0,0,133,65,2,23,2,2,22,2369.935759,0.223611108,0.174107272,36.21395349,2.662537817,19.82237009,0.60287163,0.871501401,1047.750977,0.09741948
UK,London,y,32630,Pratt0Steet,2022,38,51.537991,-0.13887,4058,858858,57,98,3.438596491,8698.77,88.76295918,3.01754386,52,6245.976,72,86.74966667,1.016740696,37,13,32.1868,400,0,292,399,32,12,23,8,12,12,812.0149501,0.240920221,0.178712594,29.10185185,2.229598099,20.10902461,0.666479473,0.810319257,1774.084717,0.07642025
UK,London,y,32630,Chalk0Farm0Road,2022,38,51.543315,-0.151076,10742,852174,33,62,3.757575758,5085.912,82.03083871,2.666666667,26,2918.996,39,74.84605128,1.071682409,23,3,32.1868,9,9,267,0,23,9,29,6,7,17,400.5613989,0.23965563,0.165212195,33.65909091,2.202717143,20.42870206,0.626589985,0.670329421,1375.180298,0.04799685
UK,London,y,32630,Delancey0Street,2022,38,51.536724,-0.142534,6733,856183,64,101,3.15625,7980.388,79.01374257,2.734375,52,5634.584,74,76.14302703,1.010621657,39,10,32.1868,307,0,394,132,34,13,49,13,22,14,414.1827182,0.239325213,0.179526565,32.99078341,2.72721526,20.01399815,0.739876289,0.837294467,1579.078369,0.07753012
UK,London,y,32630,Haverstock0Hill0-0North,2022,38,51.550351,-0.164795,4610,858306,46,110,4.782608696,10875.576,98.86887273,2.804347826,40,5437.788,55,98.86887273,1.030675893,37,3,32.1868,323,0,347,53,12,6,9,2,1,4,649.8593405,0.371847483,0.185572295,70.95,3.966020446,20.11474609,0.610358903,0.974318927,1751.777344,0.05514832
UK,London,y,32630,Queens0Crescent0North,2022,38,51.55019954,-0.151076034,2984,859932,31,62,4,5568.356,89.81219355,2.258064516,19,2784.178,31,89.81219355,1.12681144,18,1,32.1868,268,0,360,0,25,3,2,2,0,0,268.4330028,0.334503921,0.179702671,41.15,2.763438241,19.85669833,0.596350991,0.901948124,2267.268066,0.06036533
UK,London,y,32630,Killburn0road0south,2022,38,51.541061,-0.196887,13988,848928,51,110,4.31372549,9516.687,86.51533636,2.901960784,45,5743.953,62,92.64440323,1.026637058,38,7,32.1868,53,70,181,53,28,6,20,12,15,7,426.1203929,0.240873959,0.147895367,42.65,3.134884368,20.50842951,0.496917599,0.739985984,2519.45752,0.07658274
UK,London,y,32630,York0Way0-0North,2022,38,51.544405,-0.12625,9966,852950,28,59,4.214285714,10067.49,170.6354237,2.964285714,26,5336.563,34,156.9577353,1.154028861,21,4,32.1868,350,328,328,58,10,9,4,3,0,6,517.4134996,0.316832626,0.208864381,43.05990783,4.505102687,20.26070619,1.089665305,0.949579547,1188.59021,0.05258172
UK,London,y,32630,Grays0Inn0Road0-0North,2022,38,51.522967,-0.114348,9019,853897,60,131,4.366666667,11429.583,87.24872519,2.75,48,6305.285,72,87.57340278,1.046599282,35,11,32.1868,333,226,340,0,64,12,28,2,3,14,474.8564862,0.196220157,0.148127872,28.11363636,3.716155816,20.00264116,0.570511955,0.725949716,1817.725708,0.08177178
UK,London,y,32630,Camden0Park0Road,2022,38,51.54645327,-0.128095921,5262,857654,56,110,3.928571429,12010.765,109.1887727,2.964285714,52,7209.366,71,101.5403662,1.096781748,40,9,32.1868,428,354,428,347,13,8,3,3,2,9,692.5530019,0.360107736,0.183115481,48.88479263,3.275463745,19.30349492,0.588375708,0.770296224,1877.637329,0.0361809
UK,London,y,32630,Grays0Inn0Road0-0South,2022,38,51.519125,-0.111883,7991,854925,43,81,3.76744186,6858.582,84.67385185,2.930232558,39,4449.729,50,88.99458,1.014344773,26,9,32.1868,0,32,311,0,29,9,30,2,18,6,667.9610415,0.216290299,0.19848912,29.94977169,3.467031607,19.5241532,0.448297838,0.85308393,743.4636841,0.08847192
UK,London,y,32630,Adelaide0Road0West,2022,38,51.54285861,-0.168000345,865,862051,68,162,4.764705882,11865.884,73.24619753,2.676470588,54,5932.942,81,73.24619753,1.040043068,48,6,32.1868,232,175,133,74,4,4,0,1,0,0,16.8217743,0.410632636,0.178829336,55.97727273,3.33636054,19.33267045,0.561239409,0.790043733,1665.681519,0.04651154
UK,London,y,32630,Royal0College0Street0North,2019,38,51.54213,-0.1388,11748,851168,70,146,4.171428571,12432.854,85.15653425,2.9,61,7689.933,92,83.58622826,1.018998084,46,13,32.1868,0,0,259,251,25,11,18,3,6,23,1967.114466,0.31187106,0.165790728,30.93119266,2.747783001,19.53108873,0.283658162,0.87225737,1442.911499,0.0599342
UK,London,y,32630,Royal0College0Street,2019,38,51.53675,-0.13424,6685,856231,37,71,3.837837838,6989.492,98.4435493,3.054054054,35,4815.048,50,96.30096,1.036084067,27,7,32.1868,58,186,343,417,22,4,1,1,0,15,1553.742852,0.266705555,0.182493479,26.07727273,2.659191917,19.68217773,0.922961486,0.837072785,1580.190308,0.06796274
UK,London,y,32630,Pancras0Road,2019,38,51.53469,-0.13074,17242,845674,44,88,4,7877.39,89.51579545,2.727272727,36,4682.637,53,88.35164151,1.039554164,33,2,32.1868,0,347,298,232,6,4,2,0,0,13,1712.816044,0.350600542,0.214359049,24.01369863,2.520200492,18.82069599,0.83849132,0.72247674,907.6159668,0.03857548
UK,Northampton,n,32630,Rushmere0Rd,2022,38,52.234516,-0.861974,1084,861832,11,16,2.909090909,4880.198,305.012375,2.454545455,7,3612.372,10,361.2372,1.06283721,5,2,96.5604,0,0,98,46,0,0,1,0,0,0,760.9097162,0.695760985,0.15884064,61.23287671,6.069281621,24.03200137,0.909078405,0.776539591,60.87707138,0
UK,Northampton,n,32630,Harlestone0Road,2022,38,52.256652,-0.943887,1092,861824,22,44,4,6923.472,157.3516364,2.681818182,18,3461.736,22,157.3516364,1.086504635,17,1,64.3736,62,54,67,26,0,0,0,0,0,1,757.7940246,0.3104589,0.198926723,92.27149321,2.222580954,28.18804131,0.913390831,0.673528812,210.1991882,0.00105122
UK,Northampton,n,32630,Mereway,2022,38,52.215386,-0.907559,807,862109,23,44,3.826086957,2790.11,63.41159091,2.130434783,13,1395.055,22,63.41159091,1.070292722,13,0,64.3736,100,74,74,46,0,0,1,0,0,0,1130.608322,0.487858766,0.212392106,105.4429224,2.149690994,26.22948327,0.762324821,0.98406004,445.650116,0.02823377
UK,Northampton,n,32630,Kettering0Road0North,2022,38,52.271899,-0.85328,2175,860741,35,64,3.657142857,6229.868,97.3416875,2.714285714,30,3534.084,41,86.19717073,1.033603373,30,0,48.2802,103,6,0,73,0,2,1,1,0,0,515.708065,0.481167674,0.223841574,110.9861111,4.240980808,25.98512551,0.821549993,0.880226075,287.1455994,0.01759233
UK,Northampton,n,32630,Newport0Pagnell0Road,2022,38,52.210617,-0.891126,707,862209,29,50,3.448275862,5905.623,118.11246,2.517241379,22,4284.673,30,142.8224333,1.060615038,22,0,96.5604,65,65,0,62,0,0,1,1,0,0,947.0615002,0.470854125,0.242466706,108.8356164,1.701573529,27.10322578,0.81339353,0.952763251,164.8058167,0.00268445
UK,Northampton,n,32630,A51230The0Racecourse0-0TTech0Totem,2022,38,52.246468,-0.882447,2214,860702,42,96,4.571428571,10983.468,114.411125,3.214285714,42,6042.742,52,116.2065769,1.010059574,33,9,48.2802,107,26,41,104,1,2,8,6,8,0,639.1949279,0.403880367,0.206348636,97.12272727,2.874406155,27.09418501,0.724273505,0.918678856,1095.733398,0.00490686
UK,Northampton,n,32630,Bradlaugh0Fields,2020,38,52.260447,-0.869983,1199,861717,26,57,4.384615385,6138.222,107.6881053,2.884615385,23,3239.757,30,107.9919,1.057599516,20,3,48.2802,108,108,110,105,0,0,1,0,0,0,117.8516719,0.470224025,0.200457622,104.4045455,4.591986822,25.36495472,0.845881826,0.92550109,457.5680542,0.00202613
UK,Northampton,n,32630,Caswell0Road0A5080Kingsthorpe0-0TTech0Totem,2021,38,52.219646,-0.873344,1064,861852,25,37,2.96,5291.088,143.0023784,3,25,3707.881,30,123.5960333,1.019421214,25,0,96.5604,55,0,0,62,0,0,0,0,0,0,786.7889534,0.248903604,0.225800613,68.52336449,3.45016807,26.31495966,1.427295763,0.734267081,24.05982971,0.06045411
UK,Northampton,n,32630,A5080Kingsthorpe0-0TTech0Totem,2022,38,52.263059,-0.899966,859,862057,51,100,3.921568627,11179.853,111.79853,2.764705882,43,6242.981,61,102.3439508,1.015482794,35,6,48.2802,0,65,55,26,0,6,6,5,2,11,354.3818113,0.342585659,0.209717003,93.86574074,4.362671243,26.36762153,0.628564002,0.829844873,650.6397095,0.03015616
UK,Northampton,n,32630,Harlestone0Road,2022,38,52.25646,-0.943472,1313,861603,20,40,4,6580.698,164.51745,2.65,16,3290.349,20,164.51745,1.090703759,15,1,64.3736,78,55,79,12,0,0,0,0,0,1,763.2286529,0.309749582,0.203379128,92.26605505,2.438762665,28.13362332,0.972010688,0.635277931,228.1296997,0.00105122
UK,Northampton,n,32630,A4280Bedford0Road0-0TTech0Totem,2022,38,52.232967,-0.882878,1665,861251,21,39,3.714285714,3759.734,96.4034359,2.571428571,15,2242.159,25,89.68636,1.034253515,12,3,64.3736,89,26,65,62,0,1,0,0,0,4,1088.381683,0.420644414,0.272130879,62.91705069,3.829612314,26.47531142,1.727320385,0.803321149,246.3454895,0.01775581
UK,Northampton,n,32630,Mare0Fair0-0TTech0Totem,2022,38,52.236789,-0.904313,1550,861366,64,116,3.625,9811.334,84.58046552,2.953125,57,6839.905,86,79.53377907,1.083379693,47,8,48.2802,65,0,0,62,1,4,7,2,1,9,343.5193375,0.347104312,0.246338709,67.41363636,4.706552053,26.64984908,1.064741717,0.86367496,98.65090179,0.02664189
UK,Leeds,n,32630,Cycle0Counter0Canal0Towpath0Shipley,2021,38,53.83538,-1.7739,1803,861113,60,111,3.7,7918.497,71.33781081,2.8,47,5148.216,78,66.00276923,1.030536421,32,13,0,198,40,0,175,5,5,7,2,5,10,610.8604499,0.223500969,0.138039954,72.77727273,5.71922053,12.51670144,0.519547192,0.702030626,185.6791534,0.02807072
UK,Leeds,n,32630,A6470Bradford0Road0Cycle0Superhighway0(eastbound),2021,38,53.8029,-1.69942,772,862144,32,55,3.4375,6777.067,123.2194,2.59375,25,4212.43,34,123.895,1.036204134,22,2,48.2802,186,217,203,210,0,6,3,1,0,2,1202.739054,0.508573149,0.24730808,174.6359447,3.335495204,14.87639846,0.631330988,0.972645879,236.6402588,0.01985552
UK,Leeds,n,32630,A6470Bradford0Road0Cycle0Superhighway0(westbound),2021,38,53.80304,-1.6975,728,862188,31,54,3.483870968,5495.76,101.7733333,2.709677419,25,3465.914,32,108.3098125,1.028249907,20,4,40.2335,177,71,56,64,0,7,2,1,0,0,1030.659562,0.513165839,0.239765896,172.6559633,3.675605952,14.71498934,0.578246928,0.987679937,255.7420807,0.0202711
UK,Leeds,n,32630,B63810Leeds0Old0Road0Cycle0Superhighway0E/B,2021,38,53.80018,-1.71306,236,862680,41,90,4.390243902,9545.391,106.0599,2.634146341,33,4842.103,46,105.2631087,1.132782465,32,1,0,103,181,164,188,0,6,1,1,0,1,895.9160738,0.224337155,0.148602263,185.5833333,3.838462752,14.65023013,0.424243293,0.828967494,1478.103638,0.01332944
UK,Leeds,n,32630,B63810Leeds0Old0Road0Cycle0Superhighway0W/B,2021,38,53.80003,-1.71318,275,862641,41,90,4.390243902,9545.391,106.0599,2.634146341,33,4842.103,46,105.2631087,1.132782465,32,1,0,180,57,0,64,0,6,1,1,0,1,908.6886364,0.226687059,0.14523454,185.6803653,3.818738687,14.65623216,0.411011957,0.813902512,1478.103638,0.01211078
UK,Leeds,n,32630,Valley0Road0Bradford0Cycle0Lane,2021,38,53.8032,-1.75564,1121,861795,19,36,3.789473684,3212.836,89.24544444,2.473684211,14,1665.86,19,87.67684211,1.000263828,14,0,0,163,188,164,164,0,4,0,1,3,5,508.0787223,0.210495237,0.158161456,99.71232877,7.102278467,13.77827795,0.680185711,0.714791846,411.0057983,0.02897993
UK,Leeds,n,32630,Kirkstall0Forge0Canal0Towpath0Cycle0Counter,2021,38,53.82305,-1.62262,2163,860753,8,14,3.5,2637.456,188.3897143,2.75,7,1318.728,7,188.3897143,1.014726956,7,0,0,76,76,87,76,0,1,0,0,0,0,504.4784311,0.508329165,0.14165757,56.28703704,14.80681207,12.91326,0.66735281,0.61049051,55.10913086,0.00129136
UK,Leeds,n,32630,Cardigan0Lane0Cycle0Counter,2021,38,53.81308,-1.57279,635,862281,138,345,5,17868.102,51.7916,2.753623188,109,8976.48,173,51.88716763,1.013280176,85,24,32.1868,0,84,84,80,0,9,6,4,6,0,112.1865907,0.29050673,0.163174384,67.35648148,5.756458099,15.72765322,0.794916268,0.766662697,2157.453369,0.05263349
UK,Leeds,n,32630,Stanningley0Road0Cycle0Superhighway0(westbound),2021,38,53.8056,-1.62862,890,862026,72,158,4.388888889,10501.656,66.46617722,2.319444444,47,5250.828,79,66.46617722,1.075623364,46,1,48.2802,166,100,195,163,1,8,3,1,2,0,997.2701558,0.370412102,0.157809207,119.5211268,5.121598805,15.98678546,0.483142833,0.817468773,695.2364502,0.04034246
UK,Leeds,n,32630,Canal0Tow0Path0Armley0Mills,2021,38,53.80195,-1.57874,4283,858633,26,48,3.692307692,4431.273,92.3181875,2.653846154,19,2465.42,28,88.05071429,1.059502663,15,3,8.0467,48,64,56,0,1,3,0,0,0,0,531.5130184,0.286329955,0.184245769,41.82272727,8.265505089,15.30750954,0.977995076,0.660570276,155.8817444,0.0434918
UK,Leeds,n,32630,Wellington0Road0Cycle0Path,2021,38,53.79572,-1.56364,1835,861081,32,45,2.8125,6836.351,151.9189111,2.84375,29,5254.016,39,134.718359,1.112394811,24,3,64.3736,162,72,69,36,0,4,1,0,1,1,1246.5274,0.274965517,0.156371444,34.48181818,1.881642504,14.59797696,1.182156746,0.697988376,345.3216858,0.03376659
UK,Leeds,n,32630,Armley0Road0Cycle0Superhighway,2021,38,53.7974,-1.57291,1621,861295,12,18,3,3613.233,200.7351667,3,11,2547.321,14,181.9515,1.030262569,9,2,64.3736,79,198,84,80,3,3,2,1,0,0,1012.291794,0.314095254,0.222787236,46.77570093,5.385700019,16.03930208,0.693600571,0.665507982,101.6895828,0.04325957
UK,Leeds,n,32630,Wellington0Street0Eastbound0Cycle0Lane,2021,38,53.79684,-1.55596,1905,861011,56,97,3.464285714,8442.499,87.03607216,2.821428571,47,6319.467,69,91.58647826,1.029116766,37,9,48.2802,175,79,54,80,3,8,22,3,1,27,2493.777511,0.16792667,0.11602298,35.78082192,3.409280547,14.12064783,0.670764339,0.534080412,207.6650848,0.061224
UK,Leeds,n,32630,Wellington0Street0Westbound0Cycle0Lane,2021,38,53.79673,-1.55618,1862,861054,52,89,3.423076923,8090.422,90.90361798,2.884615385,45,6069.276,64,94.8324375,1.030353643,35,9,48.2802,175,54,54,80,3,7,19,2,1,29,2431.446707,0.165223351,0.113839713,35.49315068,3.459313236,14.0777482,0.657928674,0.476464984,158.2697144,0.05903106
UK,Leeds,n,32630,Meanwood0Road0Cycle0Path,2021,38,53.81519,-1.54569,310,862606,56,112,4,8486.26,75.77017857,2.339285714,37,4243.13,56,75.77017857,1.023798872,36,1,64.3736,70,31,180,31,0,6,2,1,0,0,553.564586,0.398239455,0.188089774,49.51388889,7.984347631,14.84641068,0.688791465,0.814154961,624.0726318,0.03714854
UK,Leeds,n,32630,Meanwood0Road0Cycle0Counter0Sheepscar,2021,38,53.80798,-1.53653,1756,861160,71,116,3.267605634,8714.68,75.12655172,2.985915493,62,7107.599,94,75.61275532,1.026370886,46,15,48.2802,31,55,31,31,0,5,2,1,4,25,2340.108741,0.324887645,0.189674311,38.96313364,4.950308406,15.33627052,0.726434415,0.736284,282.3204041,0.02606245
UK,Leeds,n,32630,A61200Ring0Road0Cycle0Superhighway0(e0of0king0lane),2021,38,53.84784,-1.54284,230,862686,47,92,3.914893617,10772.725,117.094837,2.70212766,38,6428.954,53,121.3010189,1.05004026,34,4,32.1868,100,204,186,187,0,2,0,0,0,2,678.586401,0.554123322,0.120435622,138.8139535,4.162154037,14.83393555,0.44158612,0.692875575,486.2281799,0.01924063
UK,Leeds,n,32630,A61200Ring0Road0Cycle0Superhighway0(w0of0birchwood0hill),2021,38,53.84955,-1.51445,237,862679,44,98,4.454545455,10198.387,104.0651735,2.681818182,36,5149.818,51,100.9768235,1.01185734,34,2,64.3736,0,71,154,0,0,4,0,0,0,0,796.0199009,0.490511876,0.137830269,140.0934579,5.001929927,14.6040792,0.558575921,0.789792581,482.9050903,0.02376904
UK,Leeds,n,32630,A61200Ring0Road0Cycle0Superhighway0(e0of0roundhay0park0lane),2021,38,53.84811,-1.4979,188,862728,21,38,3.619047619,5975.261,157.2437105,3.047619048,19,3420.57,28,122.1632143,1.021415909,14,5,64.3736,69,21,80,80,0,1,0,0,0,4,648.4989877,0.603278086,0.102466525,117.65,4.819491674,13.14892578,0.630960799,0.730663452,37.9468689,0.00292799
UK,Leeds,n,32630,Wykebeck0Woods0Cycle0Path,2021,38,53.82922,-1.48842,297,862619,18,36,4,6294.674,174.8520556,2.5,13,3147.337,18,174.8520556,1.035582113,12,1,48.2802,180,31,180,67,0,3,0,0,0,1,703.2886615,0.600809723,0.11741141,78.88073394,6.515647743,13.64218392,0.5835134,0.789683602,116.563942,0.00999437
UK,Leeds,n,32630,A640York0Road0Cycle0Superhighway0(killingbeck0eastbound),2021,38,53.80683,-1.47273,570,862346,49,92,3.755102041,6662.307,72.41638043,2.87755102,41,4212.829,62,67.94885484,1.095807872,29,11,64.3736,180,31,180,67,0,3,1,0,1,13,1455.087825,0.422752167,0.186150888,70.41363636,3.602624732,14.34402077,0.438127455,0.962418786,166.3529205,0.02938711
UK,Leeds,n,32630,A640York0Road0Cycle0Superhighway0(killingbeck0westbound),2021,38,53.80694,-1.47039,920,861996,29,57,3.931034483,5202.357,91.26942105,3.034482759,24,3397.555,37,91.82581081,1.127233898,14,9,40.2335,177,0,177,64,0,5,3,1,4,7,1511.060953,0.340485133,0.16291389,71.75586854,2.095496136,14.39472381,0.416217609,0.887168949,223.4064789,0.03479273
UK,Leeds,n,32630,Hunslet0Road0Cycle0Counter,2021,38,53.78574,-1.53265,415,862501,75,124,3.306666667,7950.271,64.11508871,2.813333333,63,5773.017,94,61.41507447,1.028285175,51,11,48.2802,208,91,91,40,0,5,2,1,0,14,1580.956756,0.144112452,0.112509015,29.73394495,1.956603506,15.13371515,0.546195702,0.503924707,109.424614,0.0602929
UK,Leeds,n,32630,Regent0Street0Cycle0Counter0(s0of0gower0street),2021,38,53.80056,-1.53377,2347,860569,106,176,3.320754717,12828.677,72.89021023,2.952830189,99,10714.109,136,78.78021324,1.029016255,84,12,32.1868,174,75,76,76,12,2,3,1,5,16,1743.456316,0.177472684,0.148335532,36.31506849,3.608247955,14.21743677,1.380841365,0.583151203,311.0217285,0.05439133
UK,Leeds,n,32630,Regent0Street0Cycle0Counter0(s0of0hope0road),2021,38,53.80125,-1.53322,2308,860608,98,169,3.448979592,12948.594,76.61889941,3,92,10257.092,124,82.71848387,1.016768112,74,15,48.2802,157,0,64,0,13,2,3,2,6,12,1219.574079,0.185359003,0.154057361,36.05045872,3.667639889,14.70273975,1.392210684,0.600998096,592.5383911,0.05912787
UK,Leeds,n,32630,A640York0Road0Cycle0Superhighway0(burmantofts0eastbound),2021,38,53.79774,-1.51583,528,862388,46,94,4.086956522,4650.846,49.47708511,2.108695652,25,2325.423,47,49.47708511,1.064803187,24,1,32.1868,64,31,177,0,0,4,1,1,0,4,2098.794273,0.37270614,0.193600236,65.00458716,4.042773263,16.11896368,0.567346827,0.780526195,810.3441772,0.03405859
UK,Leeds,n,32630,A640York0Road0Cycle0Superhighway0(burmantofts0westbound),2021,38,53.79745,-1.51583,1430,861486,40,78,3.9,6929.822,88.84387179,2.75,33,4887.422,45,108.6093778,1.025195206,29,4,32.1868,64,31,177,0,0,4,1,2,0,4,2109.538166,0.372727883,0.196304289,65.33333333,3.692932078,16.20260662,0.497513748,0.780076573,704.317627,0.03531121
UK,Leeds,n,32630,St0Peters0Street0Cycle0Lane,2021,38,53.79738,-1.5346,2640,860276,115,180,3.130434783,10416.481,57.86933889,2.982608696,105,9164.223,153,59.89688235,1.019556167,79,19,48.2802,84,82,79,80,10,46,18,3,19,52,2712.839044,0.185704185,0.139889335,35.28310502,4.0905546,13.48820433,0.68059072,0.558704356,264.389801,0.05646092
UK,Leeds,n,32630,Marsh0Lane0Cycle0Route,2021,38,53.7974,-1.52918,2601,860315,101,173,3.425742574,10528.846,60.8603815,2.96039604,84,8352.038,132,63.27301515,1.013327118,57,21,48.2802,79,82,79,80,0,3,3,0,0,39,1743.506807,0.28358861,0.164326871,39.31944444,4.803046069,13.83100269,0.650263596,0.7292214,679.2138672,0.02704793
UK,Leeds,n,32630,Castleford0Methley0Bridge0Cycle0Way,2021,38,53.7259,-1.38288,998,861918,12,24,4,2166.234,90.25975,2.833333333,11,1083.117,12,90.25975,1.017593293,11,0,0,210,204,0,186,0,0,0,0,0,0,732.5871165,0.54271957,0.183099468,14.99086758,2.917418743,14.28381849,0.691511491,0.781689454,124.2960052,0.000023022
UK,Leeds,n,32630,Castleford0Greenway0Cycle0Counter,2021,38,53.72151,-1.37973,514,862402,18,44,4.888888889,4772.548,108.467,2.777777778,16,2386.274,22,108.467,1.059286793,16,0,0,188,181,100,163,0,0,0,0,0,0,782.9890694,0.436985859,0.144292274,29.87671233,5.486251489,14.53715508,0.624925924,0.877942352,231.2404633,0.0032783
UK,Leeds,n,32630,Castleford0Greenway0(Phase04)0,2021,38,53.72644,-1.40991,273,862643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,89,87,88,0,0,0,0,0,0,499.5975301,0.614784443,0.165181909,14.20547945,4.532859946,13.61284759,0.57039854,0.788656097,19.80271339,0.000027198
UK,Leeds,n,32630,Huddersfield0Narrow0Canal0Towpath,2021,38,53.63892,-1.81827,926,861990,21,44,4.19047619,8526.922,193.7936818,2.666666667,17,4263.461,22,193.7936818,1.080896574,16,1,0,207,203,203,203,0,4,0,0,1,0,499.0563193,0.374370921,0.200787265,103.9166667,19.2178664,13.63098032,1.240195009,0.794151899,241.8171844,0.0375578
UK,Birmingham,n,32630,PERSHORE0ROAD,2015,38,52.46084539,-1.902391464,609,862307,40,80,4,8091.14,101.13925,2.375,26,4045.57,40,101.13925,1.061823012,23,3,32.1868,56,127,127,56,1,7,0,0,0,0,284.0002868,0.588728194,0.179383057,115.8219178,2.959432559,13.83326868,0.357486102,0.919532436,448.7207642,0.023318
UK,Birmingham,n,32630,BIRMINGHAM0AND0FAZELEY0CANAL,2015,38,52.49695484,-1.879333372,1048,861868,12,21,3.5,4462.633,212.5063333,3.083333333,11,2290.285,12,190.8570833,1.009406694,8,3,0,203,95,147,116,1,5,2,1,0,0,28.35860815,0.200459046,0.1823376,102.6392694,3.214196735,14.12055196,0.800347388,0.627554101,103.1347504,0.05802176
UK,Birmingham,n,32630,REA0VALLEY0CYCLEWAY,2015,38,52.44673749,-1.91051463,3279,859637,15,32,4.266666667,3860.874,120.6523125,2.6,11,1930.437,16,120.6523125,1.013745475,9,2,48.2802,176,164,239,213,0,2,2,1,0,0,775.7960508,0.601221689,0.168245975,120.059633,3.546690388,11.93861431,0.738027265,0.761977022,225.8180695,0.0181996
UK,Birmingham,n,32630,ELMSTEAD0AVENUE,2015,38,52.4636722,-1.769063574,687,862229,11,22,4,3201.278,145.5126364,2.636363636,8,1600.639,11,145.5126364,1.022324029,6,2,0,76,95,76,98,0,0,0,0,0,0,1107.591654,0.639745496,0.170062842,96.04090909,3.079722404,11.8544933,0.74074332,0.927087177,315.3184814,0.01215634
UK,Birmingham,n,32630,EBROOK0ROAD,2015,38,52.55640941,-1.813372358,914,862002,16,30,3.75,1202.356,40.07853333,2.125,9,601.178,15,40.07853333,1.066039565,9,0,0,207,176,236,220,0,0,0,0,0,0,1351.440247,0.596825873,0.141940739,107.206422,2.143596191,12.32947337,0.631328468,0.912190226,321.98526,0.01256823
UK,Birmingham,n,32630,HAZELWELL0ROAD,2015,38,52.42689285,-1.918010899,1524,861392,12,24,4,2781.866,115.9110833,2.5,9,1390.933,12,115.9110833,1.040485326,9,0,32.1868,142,101,68,175,0,0,0,0,0,0,573.0877168,0.475848801,0.224395283,127.9036697,2.965379027,13.88342845,0.742269161,0.987705206,428.5581665,0.03311591
