country,city,GSV,espg,name,year,week,latitude,longitude,counts_week,spatial_lag,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,3_way_int_count,4_way_int_count,median_speed,dist_to_greenspace,dist_to_bikePOI,dist_to_edu,dist_to_train,bike_points,bus_stops,restaurants,daily_shops,business_shops,traffic_signals,cycle_length,ndvi_mean,ndvi_std,dem_mean,dem_std,lst_mean,lst_std,lc_entropy,pop_sum,build_area
UK,York,n,32630,Huntington0Road,2016,38,53.97510593,-1.073364436,4894,83885,73,143,3.917808219,10449.135,73.07087413,2.342465753,48,5369.532,78,68.84015385,1.040807981,46,2,48.2802,78,91,89,78,7,8,0,2,1,6,37.53678644,0.401631083,0.193614388,14.62100457,1.724843159,13.29684936,0.430024118,0.815334902,498.2054749,0.03250288
UK,York,n,32630,James0Street0Morrisons,2016,38,53.96072996,-1.069324009,2255,86524,36,68,3.777777778,5767.797,84.82054412,2.611111111,27,3001.742,38,78.99321053,1.035675779,19,6,32.1868,109,0,95,108,9,2,2,3,0,8,2217.597345,0.22800165,0.176683652,12.1369863,1.327424827,14.61976937,0.694612839,0.602220508,292.0404053,0.04664693
UK,York,n,32630,Scarborough0Bridge,2016,38,53.96149111,-1.092474581,2958,85821,14,28,4,3996.114,142.7183571,2.142857143,8,1998.057,14,142.7183571,1.359716556,8,0,32.1868,3,108,87,94,1,3,1,0,0,0,1882.035104,0.328954311,0.203875111,13.60280374,2.134757223,12.20973049,0.731750503,0.753388234,213.6476898,0.03087115
UK,York,n,32630,Millfield0Lane,2016,38,53.97976132,-1.139865654,1561,87218,17,27,3.176470588,4919.38,182.1992593,2.764705882,15,2697.759,19,141.9873158,1.033428268,15,0,96.5604,92,0,109,110,0,3,0,0,0,0,499.9982841,0.6584067,0.164305803,15.83410138,1.407726621,13.2616895,0.305102958,0.87888321,41.38216019,0.00239827
UK,York,n,32630,Windmill0Lane,2016,38,53.95013949,-1.044920093,1492,87287,26,53,4.076923077,4847.288,91.45826415,2.269230769,16,2448.772,27,90.69525926,1.083335681,15,1,32.1868,77,38,99,99,11,1,2,0,0,0,460.3398306,0.429634917,0.228026272,21.82191781,2.047444999,13.51024053,0.421819236,0.908534581,238.2345734,0.02788588
UK,York,n,32630,Retreat0Lane,2016,38,53.95015087,-1.060050799,2769,86010,14,27,3.857142857,6064.903,224.626037,2.642857143,11,3065.947,15,204.3964667,1.19493438,10,1,48.2802,103,104,128,103,11,1,0,0,0,0,688.8977235,0.622049126,0.156811645,25.48148148,5.513420464,12.75168412,0.386645792,0.915362538,320.3442993,0.01575447
UK,York,n,32630,Millennium0Bridge,2016,38,53.94445478,-1.081279775,5062,83717,9,18,4,1151.38,63.96555556,2.666666667,7,575.69,9,63.96555556,1.043470753,6,1,32.1868,1,0,103,108,5,0,1,0,0,0,1862.092854,0.4867125,0.253316817,11.44954128,1.876881263,12.63722719,1.171092476,0.97556467,263.7203369,0.01530626
UK,York,n,32630,Leeman0Road,2016,38,53.96198187,-1.105190933,566,88213,70,138,3.942857143,7802.193,56.53763043,2.3,44,4175.836,74,56.43021622,1.120739659,41,3,32.1868,108,100,3,94,1,4,1,2,3,0,233.8449207,0.271029448,0.134962339,13.82648402,1.684479775,13.06122467,0.463635008,0.708180752,423.3215637,0.03073281
UK,York,n,32630,St.Georges0Field,2016,38,53.95326143,-1.079898071,2741,86038,58,108,3.724137931,7054.361,65.31815741,2.724137931,49,4282.827,66,64.89131818,1.046929385,47,2,32.1868,121,50,111,77,5,2,6,0,0,9,931.1237819,0.280238667,0.1775331,12.63181818,2.68088967,13.09725231,0.766288523,0.829554738,671.5966797,0.03234391
UK,York,n,32630,Terrys,2016,38,53.94111027,-1.087050704,3640,85139,13,30,4.615384615,2050.352,68.34506667,2.538461538,9,1025.176,15,68.34506667,1.037369913,7,2,32.1868,99,0,106,87,0,2,0,0,0,0,625.9659323,0.444509861,0.238382364,16.79166667,3.876343853,11.28452103,0.326542263,0.826244362,163.5370483,0.02083615
UK,York,n,32630,Oakdale0Road0North,2016,38,53.98528399,-1.104706958,314,88465,82,166,4.048780488,9783.756,58.93828916,2.195121951,49,4891.878,83,58.93828916,1.029329402,49,0,32.1868,96,44,103,95,2,4,0,0,0,0,596.0625821,0.42067081,0.181424986,12.60730594,1.430630845,13.32625437,0.6671397,0.869597987,392.2305298,0.03074499
UK,York,n,32630,Woodlea0Avenue,2016,38,53.9596111,-1.12872779,607,88172,49,108,4.408163265,9336.11,86.44546296,2.653061224,38,4668.055,54,86.44546296,1.043974051,33,5,32.1868,84,89,78,83,0,2,0,0,0,0,225.7860929,0.4752201,0.144638536,17.76525822,3.523404584,12.22820157,0.320182762,0.965358643,577.3950195,0.02905334
UK,York,n,32630,Scarcroft0Lane,2016,38,53.95432001,-1.089079257,1376,87403,81,163,4.024691358,11686.945,71.69904908,2.37037037,56,6147.935,87,70.66591954,1.075586707,47,4,32.1868,81,12,109,12,6,4,14,0,1,8,406.3653721,0.338711749,0.185838838,17.51141553,2.783448685,13.31574183,0.349274615,0.815971633,826.3786621,0.05756719
UK,York,n,32630,Terry0Avenue,2016,38,53.94575442,-1.081982616,4675,84104,21,44,4.19047619,2736.778,62.1995,2.523809524,15,1368.389,22,62.1995,1.017846855,13,2,32.1868,98,70,98,1,5,0,2,0,0,0,1655.056063,0.412705307,0.244849941,11.82648402,2.046721839,12.72486132,1.224008345,0.952796262,389.801239,0.02338273
UK,York,n,32630,Naburn0Bridge,2016,38,53.9120595,-1.092798589,1876,86903,7,12,3.428571429,3047.89,253.9908333,2.142857143,4,1523.945,6,253.9908333,1.031521009,4,0,48.2802,1,62,98,102,0,0,0,0,0,0,606.2518288,0.654214479,0.185368704,9.463636364,1.936150223,11.15591819,0.45360602,0.75762564,42.98066711,0.00427863
UK,York,n,32630,Almery0Terrace,2016,38,53.96151242,-1.09291613,1847,86932,14,28,4,3996.114,142.7183571,2.142857143,8,1998.057,14,142.7183571,1.359716556,8,0,32.1868,78,79,76,83,2,1,1,0,0,0,1916.220084,0.321084729,0.200337215,13.4516129,2.154987715,12.20014581,0.737045383,0.757484304,214.00354,0.03265026
UK,York,n,32630,Rawcliffe0Bar,2016,38,53.98262424,-1.124328748,1503,87276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,8,84,2,2,0,0,0,0,787.0753932,0.659798069,0.188661084,9.475113122,2.521503109,11.84168199,0.282177696,0.733860671,29.08402824,0.00071481
UK,York,n,32630,Clarence0Street,2016,38,53.96670164,-1.082666545,2342,86437,39,79,4.051282051,6215.078,78.67187342,2.692307692,33,3534.63,47,75.20489362,1.057538096,29,2,40.2335,51,64,0,77,25,4,10,6,7,10,603.7513791,0.368654618,0.222737511,15.87323944,1.373076913,13.48048136,0.361662174,0.892711858,633.9627686,0.04470392
USA,Duluth,n,32615,Lakewalk0Trail,2021,38,46.794657,-92.087416,1975,910802,19,47,4.947368421,7717.44,164.2008511,3.526315789,18,4167.005,26,160.2694231,1.006888037,4,13,48.2802,118,129,110,125,0,2,2,0,0,1,545.363144,0.157239831,0.170767469,193.3211009,13.06292515,14.47819309,3.398723712,0.751675116,160.8321533,0.01604314
USA,Duluth,n,32615,Scenic061,2021,38,46.847889,-91.98875,697,912080,10,18,3.6,7338.608,407.7004444,2.3,6,3669.304,9,407.7004444,1.009126688,5,1,0,9,116,93,70,0,0,0,0,0,0,61.72754182,0.419838866,0.304466447,196.3302752,12.58115311,12.30771686,1.41448987,0.722761316,10.22011948,0.00054471
USA,Duluth,n,32615,Willard0Munger0ST0-0Mission0Creek,2021,38,46.6907586,-92.2791155,999,911778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,93,98,70,0,0,0,0,0,0,932.5716333,0.657075718,0.071918376,291.8181818,6.636924011,12.36020064,0.381064447,0.470335447,0.221993506,0
Netherlands,Maastricht,n,32631,Hoge0Weerd0van0Balsemienbeemd0naar0Schorsmolen0(20Ri.),2022,38,50.8181572,5.705996,10223,13530404,6,14,4.666666667,2242.528,160.1805714,3.166666667,6,1121.264,7,160.1805714,1.259741045,5,1,30,53,53,69,7,0,0,0,0,0,0,892.0174505,0.4058827,0.359266449,47.15207373,1.446402763,10.70832958,0.988506908,0.936332569,86.97432709,0.00585196
Netherlands,Maastricht,n,32631,N2780van0Weg0van0Heer0naar0Bemelen0naar0Pater0Kustersweg0(10Ri.),2022,38,50.8420677,5.743597,4083,13536544,14,26,3.714285714,6172.687,237.4110385,2.928571429,13,3112.531,15,207.5020667,1.014327946,12,1,50,72,0,56,72,0,0,0,0,0,0,1033.316693,0.619267628,0.145797531,61.87214612,2.605245929,12.34964505,0.996824953,0.854395345,105.7654648,0.00273362
Netherlands,Maastricht,n,32631,Noorderbrug0van0Maastricht-Oost0naar0Maastricht-West0(20Ri.),2022,38,50.8601418,5.7020102,19438,13521189,31,50,3.225806452,7659.662,153.19324,3.193548387,28,5988.204,43,139.2605581,1.088026499,16,12,50,0,64,0,0,0,0,0,2,0,26,1442.112871,0.252446098,0.170483746,48.08920188,2.427643194,15.61302221,1.37047896,0.610901932,484.3047791,0.03738041
Netherlands,Maastricht,n,32631,Bosscherweg0van0Boschpoort0naar0Smeermaas0(10Ri.),2022,38,50.8737068,5.681303,4969,13535658,2,2,2,1637.152,818.576,1,0,818.576,1,818.576,1.003072399,0,0,60,0,0,1,51,0,0,0,0,0,0,1004.096096,0.586480367,0.262029118,45.85909091,5.650676475,12.82903165,0.542384184,0.810753133,109.7008667,0.00067463
Netherlands,Maastricht,n,32631,N5900van0Schansweg0naar0Peutgensweg0(10Ri.),2022,38,50.8555374,5.7442942,3661,13536966,4,6,3,3576.214,596.0356667,2.5,3,1788.107,3,596.0356667,1.003568743,3,0,80,92,72,0,51,0,0,0,0,0,0,1127.170384,0.497675508,0.138316811,57.93636364,2.620816225,11.77731823,0.485139992,0.85091234,64.69468689,0.00016934
Netherlands,Maastricht,n,32631,Fietstunnel0Scharnerweg0onder0het0spoor0van0Maastricht-West0naar0Maastricht-Oost0(10Ri.),2022,38,50.847435,5.7054629,13921,13526706,69,141,4.086956522,11790.393,83.61980851,3.231884058,68,7888.139,97,81.32102062,1.03567426,46,20,30,0,51,72,0,1,2,2,0,0,8,2040.318605,0.249578901,0.141222912,50.93055556,1.58400327,13.56362802,0.590067347,0.753609752,548.2929688,0.06394912
Netherlands,Maastricht,n,32631,Fietstunnel0Scharnerweg0onder0het0spoor0van0Maastricht-Oost0naar0Maastricht-West0(10Ri.),2022,38,50.8478775,5.7080979,23950,13516677,65,122,3.753846154,11606.408,95.1344918,3.076923077,64,7809.574,85,91.87734118,1.014703302,57,7,40,50,0,59,54,1,3,2,0,0,0,1792.096914,0.334437908,0.181790246,50.46948357,1.578987081,13.06821266,0.555280427,0.750271635,504.2811584,0.04615283
USA,Boulder,n,32613,Baseline0Rd0W0of0Inca0Pkwy,2022,38,40.00016,-105.240997,725,912052,35,69,3.942857143,9685.321,140.366971,3.257142857,32,6186.823,44,140.6096136,1.044260239,19,11,32.1868,99,121,124,0,0,4,0,0,0,0,456.4806932,0.39870791,0.15927852,1621.163636,2.341434186,19.27669123,0.692282213,0.830252102,332.005127,0.02866614
USA,Boulder,n,32613,Bikelane0on0Highway0360near0Foothills0Trail,2022,38,40.070314,-105.283355,222,912555,4,8,4,4534.104,566.763,2.5,3,2267.052,4,566.763,1.051913066,3,0,0,0,0,0,0,0,0,0,0,0,0,496.8902549,0.303967111,0.079516524,1691.118721,5.107480968,24.1904832,0.558667823,0.618402634,0.396663487,0
USA,Boulder,n,32613,Folsom0St0N0of0Pine0St,2022,38,40.023943,-105.26378,2316,910461,58,138,4.75862069,12799.579,92.75057246,3.275862069,56,6973.561,82,85.04342683,1.012707317,32,22,32.1868,165,29,113,0,2,0,0,0,0,1,361.5194395,0.416028529,0.154125065,1622.766055,3.871247107,18.70891382,0.582171829,0.705772083,477.7520752,0.02485314
USA,Boulder,n,32613,Folsom0St0S0of0Arapahoe0Ave,2022,38,40.012659,-105.263059,2506,910271,17,28,3.294117647,4225.851,150.92325,3.352941176,17,2882.267,21,137.2508095,1.034424182,12,4,48.2802,85,139,9,0,5,5,8,0,4,4,673.0467575,0.344436638,0.242473078,1620.362385,2.744779498,20.09215973,0.988332395,0.850739416,383.9345398,0.03224742
USA,Boulder,n,32613,13th0St0N0of0Walnut0St,2019,38,40.017338,-105.278414,3119,909658,40,82,4.1,8796.2,107.2707317,3.6,40,6278.557,59,106.4162203,1.001882319,16,24,32.1868,94,36,161,0,17,21,28,0,25,30,1978.097428,0.118197927,0.144155275,1636.968037,2.485369294,20.2120902,0.687157985,0.517823529,102.2816315,0.06997298
USA,Boulder,n,32613,30th0St0&0Colorado0Ave,2021,23,40.007347,-105.253387,5896,906881,21,44,4.19047619,7568.85,172.0193182,3.19047619,20,4464.202,26,171.7000769,1.100406868,14,6,56.3269,56,57,34,0,6,12,0,0,0,4,0,0.306774104,0.173984615,1617.83871,3.315481656,20.83256678,0.813065933,0.71918356,1126.2229,0.03639541
USA,Boulder,n,32613,Folsom0St0&0Pine0St,2021,23,40.023398,-105.263612,3960,908817,56,126,4.5,10633.885,84.3959127,3.285714286,54,6071.194,80,75.889925,1.003011221,30,22,40.2335,116,116,61,0,4,1,0,0,1,5,383.493397,0.377084533,0.172830567,1621.493151,2.930503819,18.85283783,0.666379964,0.741856032,503.6824341,0.02579142
USA,Boulder,n,32613,Walnut0St0&013th0St,2021,23,40.017134,-105.278319,2700,910077,35,71,4.057142857,7915.527,111.4862958,3.628571429,35,5628.201,50,112.56402,1.001125018,13,22,32.1868,101,29,165,0,15,21,23,0,24,29,1959.787576,0.131388175,0.155121262,1636.715596,2.582906915,20.15038615,0.729808766,0.544666388,103.9039612,0.06546148
USA,Boulder,n,32613,Folsom0St0&0South0St,2021,23,40.01968578,-105.2630954,3681,909096,42,81,3.857142857,7973.593,98.43941975,3.428571429,42,5135.025,56,91.696875,1.002974433,24,18,48.2802,0,0,0,0,2,1,1,1,0,6,194.0751994,0.271528569,0.175433987,1620.426606,1.873677745,19.13780506,0.57581678,0.664309517,659.432251,0.04318629
USA,Boulder,n,32613,Baseline0Rd0&0Inca0Pkwy,2021,23,40.00008249,-105.2401373,454,912323,33,67,4.060606061,8798.928,131.3272836,3.181818182,29,5489.658,42,130.7061429,1.050456269,17,10,32.1868,125,121,124,0,0,2,0,0,0,0,290.6997539,0.37677354,0.165729575,1621.275229,2.282247241,19.52439166,0.729931042,0.817965407,327.5401306,0.03515161
USA,Boulder,n,32613,"SHOULDER0-0SH0119,0DIAGONAL0HWY0NE/O0JAY0RD",2013,33,40.0541282,-105.2290091,1449,911328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,88,83,0,0,0,0,0,0,0,0,0.403105398,0.118794306,1605.436364,4.128674171,21.13617276,0.81005875,0.687191362,4.736755371,0
USA,Boulder,n,32613,US0360BIKEWAY0TRAIL0SE/O0TABLE0MESA0DR,2020,31,39.98348156,-105.2293875,2243,910534,4,3,1.5,890.41,296.8033333,3,4,890.41,3,296.8033333,1.034374163,4,0,32.1868,9,166,0,0,0,1,0,0,0,1,515.7217216,0.256424387,0.135718008,1633.890411,1.847335318,19.08913028,1.036544707,0.790167256,0,0.00843487
USA,Boulder,n,32613,Folsom0St0S0of0South0St,2022,38,40.019254,-105.263154,2013,910764,41,82,4,8461.502,103.1890488,3.463414634,41,5545.573,57,97.29075439,1.01661192,22,19,48.2802,87,99,0,0,2,2,1,1,0,7,149.5150918,0.274612847,0.17104583,1620.534562,1.690295946,19.19071771,0.621968907,0.642928246,659.432251,0.04363474
USA,Portland,y,32610,122nd0Ave0S0of0Market0St,2016,35,45.511139,-122.537608,464,912313,18,38,4.222222222,7005.902,184.3658421,2.722222222,15,3569.144,20,178.4572,1.00146986,10,3,32.1868,2,137,103,137,0,3,4,1,0,1,37.68315778,0.359167592,0.173719967,95.62100457,1.976509745,23.00173017,0.566440712,0.79878679,901.671936,0.03802305
USA,Portland,y,32610,Broadway0St0E0of0Williams0Ave,2016,35,45.535148,-122.666709,834,911943,61,131,4.295081967,15433.16,117.8103817,3.426229508,59,10932.741,89,122.8397865,1.027167511,31,23,40.2335,92,0,0,106,9,7,4,1,0,11,404.3722386,0.229355341,0.178007399,39.60093897,4.693957664,23.18870122,0.637342322,0.675313774,148.5405884,0.03799234
USA,Portland,y,32610,I-2050Multi0Use0Path0on0Yamhill0St,2016,8,45.516429,-122.566261,1325,911452,27,55,4.074074074,10071.659,183.1210727,3.407407407,27,6636.125,34,195.1801471,1.158230476,12,13,48.2802,75,0,92,12,0,3,2,0,1,5,113.574229,0.335704211,0.194300964,79.4516129,2.911713144,23.05309665,0.788760863,0.777902828,205.5935974,0.02040511
USA,Portland,y,32610,NE0Cully0Blvd0S0of0NE0Killingsworth0St,2016,35,45.562267,-122.594581,349,912428,21,48,4.571428571,9082.366,189.2159583,3,19,4541.183,24,189.2159583,1.004119126,15,4,48.2802,89,0,0,0,0,5,0,1,0,2,262.2782997,0.317323708,0.205609181,35.07798165,3.78048727,22.40351294,0.832628019,0.745209331,695.6224976,0.03024939
USA,Portland,y,32610,NE0Weidler0St0E0of0NE02nd0Ave,2016,35,45.534366,-122.661355,491,912286,61,166,5.442622951,13757.84,82.87855422,3.655737705,61,8282.284,102,81.19886275,1.008234339,22,38,32.1868,137,2,103,137,14,11,5,3,3,11,342.575792,0.198448371,0.138206677,44.875,3.50107457,23.78128617,0.435800394,0.725027595,81.66533661,0.04507173
USA,Portland,y,32610,NW09th0Ave0N0of0NW0Lovejoy0St,2021,8,45.530411,-122.680416,17,912760,51,119,4.666666667,11067.84,93.00705882,3.470588235,50,6629.517,75,88.39356,1.010380816,22,27,32.1868,111,90,111,91,121,1,11,1,14,7,667.5672792,0.192969019,0.168165839,10.94495413,3.1209116,23.27749382,1.600834268,0.513949614,1994.301758,0.06396063
USA,Portland,y,32610,Steel0Bridge,2021,38,45.527425,-122.669408,176,912601,22,33,3,3907.87,118.420303,3.454545455,22,3751.996,31,121.032129,1.031776728,12,10,40.2335,4,143,4,132,0,0,0,0,0,5,716.5474225,0.060222768,0.183795415,7.695852535,4.451441162,17.38413446,2.56588884,0.691801613,22.1396637,0.00799079
USA,Portland,y,32610,Tilikum0Crossing0Bridge,2022,39,45.504731,-122.667342,5654,907123,3,4,2.666666667,1606.479,401.61975,2.333333333,3,1480.205,3,493.4016667,1.020524899,1,0,40.2335,125,106,112,0,0,0,0,0,0,0,1120.834884,0.00860684,0.201484243,4.622119816,1.675265747,15.42131471,2.05102258,0.677785045,0.069047466,0.0005045
USA,Portland,y,32610,Trail0along0Moody0Ave0(near0Ross0Island0Bridge),2021,8,45.501344,-122.671742,11,912766,34,44,2.588235294,11686.707,265.6069773,3.088235294,33,10465.072,38,275.3966316,1.055544993,29,3,56.3269,93,104,142,104,17,0,6,0,0,14,1146.209613,0.238984404,0.199958098,14.61187215,7.178738627,22.39876079,0.787593351,0.773593873,43.10273743,0.01764246
USA,Portland,y,32610,Broadway0Bridge,2021,38,45.532649,-122.672787,102,912675,25,52,4.16,6692.174,128.6956538,3.32,25,4943.643,34,145.4012647,1.018007662,17,8,48.2802,12,96,81,95,0,2,0,0,0,8,211.2591047,0.144686471,0.236197487,13.57077626,10.16387482,18.71108465,3.169082313,0.797395981,12.66105366,0.00543571
UK,Cambridge,y,32631,"Cambridge0Rd,0Fulbourne",2018,38,52.182216,0.197185,200,862716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,117,115,78,0,0,0,0,0,0,499.4242873,0.364327852,0.107511937,22.00913242,3.583308422,18.17110245,0.271757326,0.673628469,7.691512585,0
UK,Cambridge,y,32631,"Barton0Road,0Cambridge",2018,38,52.196812,0.105942,1378,861538,38,79,4.157894737,6282.82,79.52936709,2.368421053,26,3204.158,40,80.10395,1.069053667,24,1,32.1868,122,122,107,0,1,4,1,0,0,2,1002.907784,0.57059457,0.174721708,14.73953488,1.627401915,19.97321948,0.669639141,0.878790746,367.5181274,0.02878792
UK,Cambridge,y,32631,"Newmarket0Road,0Stow0cum0Quy0(Quy0to0Bottisham)",2018,38,52.219274,0.236246,28,862888,6,10,3.333333333,6778.868,677.8868,2,3,3389.434,5,677.8868,1.003980762,3,0,0,0,1,88,0,2,0,1,0,0,0,499.4398214,0.473825779,0.109175819,18.89908257,1.758048095,19.65886163,0.440944938,0.766817641,9.275405884,0.00281272
UK,Cambridge,y,32631,"Cutter0Ferry0Bridge,0Cambridge",2018,38,52.21029,0.134329,1554,861362,38,68,3.578947368,4894.714,71.98108824,2.447368421,26,3361.271,41,81.98221951,1.02687791,23,3,32.1868,2,0,107,87,5,2,0,0,0,0,2026.235319,0.438560941,0.199172883,10.55,2.977529482,19.34489524,0.529940913,0.856042728,528.6785889,0.03818345
UK,Cambridge,y,32631,"Thompsons0Lane,0Cambridge",2018,38,52.211479,0.118697,539,862377,25,57,4.56,6030.896,105.805193,2.88,22,3097.585,29,106.8132759,1.046184604,19,3,32.1868,109,115,109,78,14,2,12,1,2,0,1002.987923,0.454949422,0.222584644,12.29577465,3.186213109,20.13514158,0.767827406,0.860337566,863.8707886,0.0338416
UK,Cambridge,y,32631,"Stourbridge0Common,0Cambridge",2018,38,52.214829,0.144792,2454,860462,20,37,3.7,2822.293,76.27818919,2.2,12,1496.922,19,78.78536842,1.031864786,10,1,32.1868,90,90,0,55,2,0,0,0,0,0,966.1036731,0.520566755,0.200715236,10.14084507,1.873680629,18.03017486,1.016485422,0.83669347,466.7108765,0.02465032
UK,Cambridge,y,32631,"Riverside0Bridge,0Cambridge",2018,38,52.214434,0.141639,2450,860466,37,74,4,4812.552,65.03448649,2.135135135,21,2406.276,37,65.03448649,1.07009574,21,0,32.1868,56,44,0,55,7,0,0,0,0,0,530.8512427,0.472464665,0.214121273,9.700460829,1.464684037,18.20686924,0.913009591,0.858610117,596.989502,0.03082927
UK,Cambridge,y,32631,"Carter0Bridge,0Cambridge",2018,38,52.19622,0.137012,1937,860979,34,71,4.176470588,7329.521,103.2326901,2.5,27,3700.739,37,100.019973,1.089978996,22,1,32.1868,4,131,130,130,6,0,6,3,1,2,719.172629,0.246584227,0.183767227,18.2706422,1.209731394,20.41418569,0.795895117,0.707041047,798.822876,0.03939981
UK,Cambridge,y,32631,Swaffham0Bulbeck0Fen,2018,38,52.264448,0.253632,38,862878,2,2,2,1546.102,773.051,2,1,773.051,1,773.051,1.000790556,1,0,0,85,105,104,104,0,0,0,0,0,0,383.293979,0.561101309,0.109695973,2.707762557,1.386985832,17.69777843,0.568003126,0.800465423,0.544009089,0.00018578
UK,Cambridge,y,32631,"Jubilee0Path,0Stourebridge0Common,0Cambridge",2018,38,52.217019,0.146394,3155,859761,24,46,3.833333333,3571.894,77.64986957,2.25,15,1785.947,23,77.64986957,1.071321737,15,0,32.1868,88,88,124,0,0,6,1,1,2,0,1114.516273,0.565519529,0.169201623,8.272300469,1.771191706,17.97730753,0.899509164,0.865855423,421.7101746,0.01392409
UK,Cambridge,y,32631,"Garrett0Hostel0Lane,0Cambridge",2018,38,52.205732,0.111859,1728,861188,2,2,2,317.248,158.624,2,1,158.624,1,158.624,1.057902483,1,0,48.2802,114,69,71,113,4,0,0,0,0,1,943.4189805,0.665599963,0.170780147,13.3853211,2.541069113,17.97108389,0.766369892,0.732632314,470.5823059,0.010834
UK,Cambridge,y,32631,"Coton0Path,0Adams0Rd,0Cambridge",2018,38,52.206958,0.098808,1850,861066,4,8,4,3607.272,450.909,3,4,1803.636,4,450.909,1.550097624,4,0,32.1868,117,109,0,78,6,0,0,0,0,0,281.7661549,0.565241005,0.155491042,14.69014085,2.093528252,20.0883812,1.572225101,0.818739591,85.97525024,0.00825382
UK,Cambridge,y,32631,Whittlesford0Church,2018,38,52.11712,0.149897,104,862812,5,8,3.2,799.468,99.9335,1.8,2,399.734,4,99.9335,1.139583307,2,0,0,120,44,44,57,0,0,0,0,0,0,484.435554,0.591936598,0.137008046,23.65296804,2.904590581,18.40516865,0.684081547,0.858931626,31.34892082,0.00170056
UK,Cambridge,y,32631,"Trumpington0Road,0Cambridge0(New0Bit)",2018,38,52.191939,0.123641,1359,861557,22,42,3.818181818,6521.421,155.2719286,2.545454545,16,3344.739,24,139.364125,1.088767556,14,2,48.2802,85,84,104,85,0,4,0,0,0,2,1148.449912,0.597868254,0.152159007,14.9543379,1.827670847,18.33156081,0.940092952,0.820163765,173.146347,0.01497871
UK,Cambridge,y,32631,Impington,2018,38,52.24227,0.110395,1055,861861,37,75,4.054054054,8027.507,107.0334267,2.540540541,27,4856.19,41,118.4436585,1.048213267,25,1,0,115,41,77,78,5,5,1,1,0,4,593.6434476,0.498975267,0.20707531,17.46575342,2.950499649,19.57638146,0.563957969,0.979282812,203.3684692,0.02321901
UK,Cambridge,y,32631,Newtown,2018,38,52.189285,0.133858,2489,860427,16,32,4,3178.982,99.3431875,2.4375,9,1589.491,16,99.3431875,1.098717227,4,5,32.1868,80,2,86,87,12,4,9,4,2,1,851.2563372,0.242638889,0.177664728,18.07762557,1.501415413,19.52778298,0.592123522,0.70307034,527.9435425,0.06122633
UK,Cambridge,y,32631,Huntingdon0Road-0one0way,2018,38,52.218851,0.101971,670,862246,20,42,4.2,6874.346,163.6749048,2.6,16,3437.173,21,163.6749048,1.055009243,16,0,32.1868,107,130,131,130,1,3,0,0,0,0,136.2903686,0.524396606,0.150846445,22.55140187,2.442741087,19.49414063,0.886348282,0.888993058,314.9040527,0.02437088
UK,Cambridge,y,32631,Hills0Road-0Inbound,2018,38,52.181153,0.140682,1841,861075,17,32,3.764705882,4397.832,137.43225,2.588235294,11,2198.916,16,137.43225,1.008534687,6,5,48.2802,108,71,99,113,0,3,0,0,0,0,1119.723597,0.558285839,0.214127279,18.12844037,1.648468388,19.94957488,1.350815791,0.855406238,224.8503723,0.03011701
UK,Cambridge,y,32631,A13070Copley0Hill0Farm0,2018,38,52.150449,0.189422,134,862782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,95,95,55,0,0,0,0,0,0,501.0282909,0.511853196,0.123809529,37.32876712,4.171182266,19.48318886,0.724114664,0.852520658,14.26268196,0.00028016
UK,Cambridge,y,32631,A5050Pampisford0,2018,38,52.113228,0.191468,56,862860,4,6,3,3314.506,552.4176667,3,4,1657.253,3,552.4176667,1.201912715,4,0,0,0,101,79,101,0,0,0,0,0,0,448.1845042,0.530907207,0.101937884,27.50917431,1.443876109,18.39685283,0.517060543,0.867463123,3.255561829,0.00251151
USA,Denver,y,32613,19th0Ave0between0N0Logan0St0&0N0Grant0St,2019,24,39.7461897,-104.98275,2228,910549,39,99,5.076923077,10813.278,109.2250303,3.717948718,39,6505.155,60,108.41925,1.001909496,11,28,48.2802,268,7,150,268,1,1,12,1,0,8,322.8974783,0.161018527,0.163652129,1612.121495,5.98707374,20.99632192,1.299278514,0.607525243,1175.067261,0.06195054
USA,Denver,y,32613,E025th0Ave0between0N0Emerson0St0&0N0Ogden0St,2019,28,39.75317833,-104.9755867,984,911793,44,122,5.545454545,11622.22,95.26409836,3.636363636,44,6193.511,67,92.44046269,1.002033082,16,28,40.2335,261,205,262,252,1,0,2,0,0,3,0,0.27042146,0.135288503,1602.986364,2.617214941,20.97201039,0.356173034,0.595784396,506.0818481,0.0538685
USA,Denver,y,32613,Site0#90E020th0Ave0&0N0Grant0St,2019,24,39.74747423,-104.9834685,1665,911112,38,95,5,9799.381,103.1513789,3.710526316,38,5695.738,56,101.7096071,1.000840709,11,27,40.2335,168,144,131,168,9,0,7,1,1,7,227.364618,0.175093887,0.169524729,1607.296804,6.676376865,20.67080034,1.075752342,0.610854595,1108.662354,0.05020285
